City,Country,Latitude,Longitude,Population,Elevation,Timezone,GMT_offset
Limerick,United States,40.23093,-75.52212,18074,90,America/New_York,-5
Limoeiro,Brazil,-7.87472,-35.45028,42328,142,America/Recife,-3
Limoeiro do Norte,Brazil,-5.14556,-38.09806,29449,35,America/Fortaleza,-3
Limoges,France,45.83362,1.24759,141176,309,Europe/Paris,1
Limon,Costa Rica,9.99074,-83.03596,63081,29,America/Costa_Rica,-6
Limonar,Cuba,22.95035,-81.41059,25421,71,America/Havana,-5
Limpio,Paraguay,-25.16611,-57.48562,96143,74,America/Asuncion,-3
Linares,Chile,-35.84667,-71.59308,69535,165,America/Santiago,-3
Linares,Mexico,24.85798,-99.56768,63104,357,America/Monterrey,-6
Linares,Spain,38.09519,-3.63602,61338,413,Europe/Madrid,1
Lincang,"China, People's Republic of",23.87972,100.09455,323708,1483,Asia/Shanghai,8
Lincheng,"China, People's Republic of",19.90778,109.68583,64874,29,Asia/Shanghai,8
Lincoln,Argentina,-34.86649,-61.5302,41808,92,America/Argentina/Buenos_Aires,-3
Lincoln,United Kingdom,53.22683,-0.53792,114879,9,Europe/London,0
Lincoln,United States,38.89156,-121.29301,21670,366,America/Chicago,-5
Lincoln Park,United States,41.9217,-83.17854,37012,179,America/Chicago,-5
Lincoln Square,United States,41.97587,-87.68922,40761,187,America/Chicago,-6
Lincolnia,United States,38.81845,-77.14331,22855,74,America/New_York,-5
Linda,United States,39.12767,-121.5508,17773,18,America/Los_Angeles,-8
Linda-a-Velha,Portugal,38.71446,-9.2422,20895,90,Europe/Lisbon,0
Lindau,Germany,47.54612,9.68431,24518,406,Europe/Berlin,1
Linden,Guyana,6.00809,-58.30714,44690,4,America/Guyana,-4
Linden,United States,40.62205,-74.24459,42021,6,America/New_York,-5
Lindenholt,Netherlands,51.8327,5.7934,16121,8,Europe/Amsterdam,1
Lindenhurst,United States,40.68677,-73.37345,27277,8,America/New_York,-5
Lindenwold,United States,39.82428,-74.99767,17613,32,America/New_York,-5
Lindi,Tanzania,-9.99709,39.71649,41912,12,Africa/Dar_es_Salaam,3
Lindlar,Germany,51.01959,7.37758,22723,231,Europe/Berlin,1
Lindsay,Canada,44.35012,-78.73286,20354,261,America/Toronto,-5
Linevo,Russia,54.4589,83.3764,21816,208,Asia/Novosibirsk,7
Linfen,"China, People's Republic of",36.08889,111.51889,959198,451,Asia/Shanghai,8
Lingayen,Philippines,16.02182,120.23194,56580,9,Asia/Manila,8
Lingcheng,"China, People's Republic of",33.81639,118.11361,53841,20,Asia/Shanghai,8
Lingdong,"China, People's Republic of",46.56694,131.14528,83636,171,Asia/Shanghai,8
Lingen,Germany,52.52143,7.31845,51310,25,Europe/Berlin,1
Linghai,"China, People's Republic of",41.16528,121.36667,56176,27,Asia/Shanghai,8
Linghe,"China, People's Republic of",36.36417,119.07694,99069,85,Asia/Shanghai,8
Lingolsheim,France,48.55752,7.68253,17284,148,Europe/Paris,1
Lingsugur,India,16.15876,76.52174,29783,509,Asia/Kolkata,5.5
Lingwu,"China, People's Republic of",38.10191,106.34017,52863,1127,Asia/Shanghai,8
Lingyuan,"China, People's Republic of",41.24,119.40111,91418,394,Asia/Shanghai,8
Linhares,Brazil,-19.39111,-40.07222,105075,36,America/Sao_Paulo,-3
Linhe,"China, People's Republic of",38.3214,106.368,16723,1122,Asia/Shanghai,8
Linjiacun,"China, People's Republic of",35.99389,119.65028,88509,85,Asia/Shanghai,8
Linjiang,"China, People's Republic of",41.80694,126.90778,69149,339,Asia/Shanghai,8
Linkoeping,Sweden,58.41086,15.62157,106502,58,Europe/Stockholm,1
Linkou,"China, People's Republic of",45.28606,130.26151,77754,274,Asia/Shanghai,8
Lino Lakes,United States,45.16024,-93.08883,21050,268,America/Chicago,-6
Linping,"China, People's Republic of",30.4225,120.29722,78180,15,Asia/Shanghai,8
Linqiong,"China, People's Republic of",30.41587,103.46089,55587,511,Asia/Shanghai,8
Linqu,"China, People's Republic of",36.51556,118.53972,299646,97,Asia/Shanghai,8
Lins,Brazil,-21.67861,-49.7425,69451,411,America/Sao_Paulo,-3
Linshui,"China, People's Republic of",36.42472,114.20472,109955,138,Asia/Shanghai,8
Linstead,Jamaica,18.13683,-77.03171,20660,119,America/Jamaica,-5
Linton Hall,United States,38.75984,-77.57499,35725,80,America/New_York,-5
Linton Military Camp,New Zealand,-40.40309,175.58302,0,38,Pacific/Auckland,13
Lintong,"China, People's Republic of",34.37803,109.20892,75882,425,Asia/Shanghai,8
Linxi,"China, People's Republic of",39.71183,118.44954,100316,46,Asia/Shanghai,8
Linxia Chengguanzhen,"China, People's Republic of",35.60028,103.20639,202402,1893,Asia/Shanghai,8
Linyi,"China, People's Republic of",35.06306,118.34278,2303648,69,Asia/Shanghai,8
Linz,Austria,48.30639,14.28611,204846,268,Europe/Vienna,1
Lipa City,Philippines,13.9411,121.1631,212287,325,Asia/Manila,8
Lipetsk,Russia,52.60311,39.57076,515655,158,Europe/Moscow,3
Liping,"China, People's Republic of",26.23111,109.13139,82710,563,Asia/Shanghai,8
Lipkovo,Macedonia,42.15639,21.58528,28102,441,Europe/Skopje,1
Lippstadt,Germany,51.67369,8.34482,67219,81,Europe/Berlin,1
Liptovsky Mikulas,Slovakia,49.08061,19.62218,31194,582,Europe/Bratislava,1
Lira,Uganda,2.2499,32.89985,119323,1104,Africa/Kampala,3
Lisakovsk,Kazakhstan,52.54707,62.49987,40000,192,Asia/Qostanay,6
Lisala,Democratic Republic of the Congo,2.15127,21.51672,70087,418,Africa/Kinshasa,1
Lisbon,Portugal,38.71667,-9.13333,517802,45,Europe/Lisbon,0
Lisburn,United Kingdom,54.52337,-6.03527,77506,53,Europe/London,0
Lishu,"China, People's Republic of",43.30472,124.32778,61584,168,Asia/Shanghai,8
Lishui,"China, People's Republic of",28.46042,119.91029,98946,72,Asia/Shanghai,8
Lisieux,France,49.1466,0.22925,24473,65,Europe/Paris,1
Liski,Russia,50.98405,39.51545,55939,109,Europe/Moscow,3
Lisle,United States,41.80114,-88.07479,22964,207,America/Chicago,-6
Lisse,Netherlands,52.26,4.55694,22321,2,Europe/Amsterdam,1
Lissone,Italy,45.61236,9.23985,37353,192,Europe/Rome,1
Litherland,United Kingdom,53.46993,-2.99809,22971,22,Europe/London,0
Lithia Springs,United States,33.794,-84.66049,15491,318,America/New_York,-5
Litomerice,Czech Republic,50.53348,14.1318,24489,167,Europe/Prague,1
Littau,Switzerland,47.05,8.26274,16121,509,Europe/Zurich,1
Little Elm,United States,33.16262,-96.93751,38341,169,America/Chicago,-6
Little Portugal,Canada,43.64663,-79.42956,15559,97,America/Toronto,-5
Little Rock,United States,34.74648,-92.28959,197992,105,America/Chicago,-6
Littlehampton,United Kingdom,50.81137,-0.54078,58714,6,Europe/London,0
Littleton,United States,39.61332,-105.01665,46368,1635,America/Denver,-7
Litvinov,Czech Republic,50.6042,13.61812,27022,342,Europe/Prague,1
Liuhe,"China, People's Republic of",42.28473,125.74544,66975,355,Asia/Shanghai,8
Liuji,"China, People's Republic of",34.35833,117.05278,54785,36,Asia/Shanghai,8
Liupanshui,"China, People's Republic of",26.59444,104.83333,1320825,1799,Asia/Shanghai,8
Liuquan,"China, People's Republic of",34.43417,117.29833,51657,56,Asia/Shanghai,8
Liushan,"China, People's Republic of",36.44972,118.76016,33992,202,Asia/Shanghai,8
Liutuan,"China, People's Republic of",36.93333,119.38333,48469,7,Asia/Shanghai,8
Liuxin,"China, People's Republic of",34.36861,117.115,65258,38,Asia/Shanghai,8
Liuzhi,"China, People's Republic of",26.2342,105.426,138826,1399,Asia/Shanghai,8
Liuzhou,"China, People's Republic of",24.32405,109.40698,1436599,102,Asia/Shanghai,8
Livadeia,Greece,38.43616,22.87665,21492,174,Europe/Athens,2
Live Oak,United States,29.56523,-121.98052,15346,278,America/Chicago,-6
Livermore,United States,37.68187,-121.76801,88126,150,America/Los_Angeles,-8
Liverpool,Australia,-33.91938,150.92588,27545,22,Australia/Sydney,11
Liverpool,United Kingdom,53.41058,-2.97794,864122,30,Europe/London,0
Livingston,United Kingdom,55.90288,-3.52261,56570,157,Europe/London,0
Livingston,United States,40.79593,-74.31487,27853,98,America/New_York,-5
Livingstone,Zambia,-17.84194,25.85425,109203,969,Africa/Lusaka,2
Livny,Russia,52.42534,37.60689,52915,180,Europe/Moscow,3
Livonia,United States,42.36837,-83.35271,94635,197,America/Detroit,-5
Livorno,Italy,43.54427,10.32615,153773,16,Europe/Rome,1
Livramento do Brumado,Brazil,-13.65145,-41.84564,19914,465,America/Bahia,-3
Livry-Gargan,France,48.9193,2.54305,39518,76,Europe/Paris,1
Liwa,Oman,24.53077,56.563,26372,9,Asia/Muscat,4
Liwale,Tanzania,-9.76667,37.93333,19296,495,Africa/Dar_es_Salaam,3
Liwonde,Malawi,-15.06665,35.22543,22469,499,Africa/Blantyre,2
Ljubljana,Slovenia,46.05108,14.50513,272220,295,Europe/Ljubljana,1
Ljungby,Sweden,56.83324,13.94082,15785,142,Europe/Stockholm,1
Llaillay,Chile,-32.84043,-70.95623,16646,395,America/Santiago,-3
Llallagua,Bolivia,-18.42426,-66.58388,28069,3897,America/La_Paz,-4
Llandudno,United Kingdom,53.32498,-3.83148,15371,10,Europe/London,0
Llanelli,United Kingdom,51.68195,-4.16191,49591,13,Europe/London,0
Llazice,Kosovo,42.55528,20.76333,19863,635,Europe/Belgrade,1
Llefia,Spain,41.43806,2.2195,43827,23,Europe/Madrid,1
Lleida,Spain,41.61674,0.62218,135919,185,Europe/Madrid,1
Lliria,Spain,39.62894,-0.59783,22706,164,Europe/Madrid,1
Llodio,Spain,43.14322,-2.96204,18314,125,Europe/Madrid,1
Lloret de Mar,Spain,41.69993,2.84565,39363,14,Europe/Madrid,1
Lloydminster,Canada,53.27237,-110.02256,31400,657,America/Edmonton,-7
Llucmajor,Spain,39.49093,2.89108,36078,150,Europe/Madrid,1
Lo Prado,Chile,-33.4443,-70.72552,104316,509,America/Santiago,-3
Loa Janan,Indonesia,-0.58295,117.09503,212816,9,Asia/Makassar,8
Loanda,Brazil,-22.92306,-53.13722,18233,464,America/Sao_Paulo,-3
Loandjili,Republic of the Congo,-4.75611,11.85778,23204,7,Africa/Brazzaville,1
Lobamba,Swaziland,-26.46667,31.2,4557,694,Africa/Mbabane,2
Lobatse,Botswana,-25.22435,25.67728,30883,1191,Africa/Gaborone,2
Lobito,Angola,-12.3644,13.53601,207932,4,Africa/Luanda,1
Lobnya,Russia,56.00972,37.48194,61772,192,Europe/Moscow,3
Loboc,Philippines,9.63833,124.03482,16312,47,Asia/Manila,8
Lochearn,United States,39.34066,-76.72219,25333,128,America/New_York,-5
Lochristi,Belgium,51.09644,3.83194,19696,8,Europe/Brussels,1
Lockport,United States,41.58948,-78.69031,20624,184,America/Chicago,-5
Lod,Israel,31.9467,34.8903,66589,68,Asia/Jerusalem,2
Lodeynoye Pole,Russia,60.726,33.55306,22164,21,Europe/Moscow,3
Lodhran,Pakistan,29.5339,71.63244,97249,116,Asia/Karachi,5
Lodi,Italy,45.30989,9.50085,40767,83,Europe/Rome,1
Lodi,United States,38.1302,-121.27245,24835,10,America/Los_Angeles,-5
Lodja,Democratic Republic of the Congo,-3.52105,23.6005,68244,478,Africa/Lubumbashi,2
Lodwar,Kenya,3.11988,35.59642,20219,500,Africa/Nairobi,3
Lodz,Poland,51.77058,19.47395,768755,214,Europe/Warsaw,1
Loebau,Germany,51.09954,14.66738,18374,272,Europe/Berlin,1
Loehne,Germany,52.18848,8.6922,39521,68,Europe/Berlin,1
Loei,Thailand,17.49052,101.72749,35273,244,Asia/Bangkok,7
Loerrach,Germany,47.61497,7.66457,47002,308,Europe/Berlin,1
Lofthouse,United Kingdom,53.72947,-1.49697,23458,85,Europe/London,0
Logan,United States,41.73549,-111.83439,50371,1381,America/Denver,-7
Logan City,Australia,-27.63917,153.10944,282673,39,Australia/Brisbane,10
Logan Square,United States,41.92337,-87.69922,73702,184,America/Chicago,-6
Logansport,United States,40.75448,-86.35667,17793,196,America/Indiana/Indianapolis,-5
Lognes,France,48.83541,2.62998,15519,92,Europe/Paris,1
Logrono,Spain,42.46667,-2.45,152107,389,Europe/Madrid,1
Lohardaga,India,23.43305,84.67992,53032,666,Asia/Kolkata,5.5
Lohja,Finland,60.24859,24.06534,35960,82,Europe/Helsinki,2
Lohmar,Germany,50.83868,7.21399,31339,77,Europe/Berlin,1
Lohne,Germany,52.66625,8.2375,25111,45,Europe/Berlin,1
Lohr am Main,Germany,49.98922,9.57223,16127,167,Europe/Berlin,1
Loikaw,Myanmar,19.67798,97.20975,17293,893,Asia/Yangon,6.5
Loimaa,Finland,60.84972,23.0561,15834,82,Europe/Helsinki,2
Loja,Ecuador,-3.99313,-79.20422,117796,2060,America/Guayaquil,-5
Loja,Spain,37.16887,-4.15129,21574,453,Europe/Madrid,1
Lokbatan,Azerbaijan,40.3256,49.73376,30694,4,Asia/Baku,4
Lokeren,Belgium,51.10364,3.99339,37567,6,Europe/Brussels,1
Lokoja,Nigeria,7.79688,6.74048,60579,53,Africa/Lagos,1
Lokossa,Benin,6.63869,1.71674,86971,47,Africa/Porto-Novo,1
Lolodorf,Cameroon,3.23333,10.73333,22252,467,Africa/Douala,1
Lom,Bulgaria,43.82106,23.23677,26594,41,Europe/Sofia,2
Lom Sak,Thailand,16.77983,101.24225,17309,147,Asia/Bangkok,7
Loma Bonita,Mexico,18.10721,-95.87904,31485,31,America/Mexico_City,-6
Loma Linda,United States,34.04835,-117.26115,24045,355,America/Los_Angeles,-8
Loma de Gato,Philippines,14.78869,120.99889,21990,47,Asia/Manila,8
Lomas del Sur,Mexico,20.4925,-103.4175,19413,1636,America/Mexico_City,-6
Lombard,United States,41.88003,-88.00784,43797,224,America/Chicago,-6
Lome,Togo,6.12874,1.22154,749700,13,Africa/Lome,0
Lomianki,Poland,52.33413,20.88602,15315,77,Europe/Warsaw,1
Lomita,United States,33.79224,-118.31507,20785,33,America/Los_Angeles,-8
Lomme,France,50.64358,2.98715,29892,39,Europe/Paris,1
Lommel,Belgium,51.23074,5.31349,31993,48,Europe/Brussels,1
Lomonosov,Russia,59.90612,29.77253,42505,30,Europe/Moscow,3
Lompoc,United States,34.63915,-120.45794,44164,34,America/Los_Angeles,-8
Lomza,Poland,53.17806,22.05935,63723,103,Europe/Warsaw,1
Lonar,India,19.98533,76.52046,21765,604,Asia/Kolkata,5.5
Lonavla,India,18.75275,73.40575,58562,631,Asia/Kolkata,5.5
Loncoche,Chile,-39.36708,-72.63087,15590,114,America/Santiago,-3
London,Canada,42.98339,-81.23304,346765,252,America/Toronto,-5
London,United Kingdom,51.50853,-0.12574,7556900,25,Europe/London,0
Londonderry County Borough,United Kingdom,54.99721,-7.30917,87153,24,Europe/London,0
Londrina,Brazil,-23.31028,-51.16278,471832,605,America/Sao_Paulo,-3
Long Beach,United States,30.35048,-118.18923,15555,11,America/Chicago,-5
Long Branch,United States,40.30428,-73.99236,30941,9,America/New_York,-5
Long Eaton,United Kingdom,52.89855,-1.27136,47898,34,Europe/London,0
Long Island City,United States,40.74482,-73.94875,25595,7,America/New_York,-5
Long Xuyen,Vietnam,10.38639,105.43518,158153,8,Asia/Ho_Chi_Minh,7
"Long'e","China, People's Republic of",25.80722,109.2125,16928,210,Asia/Shanghai,8
Longchang,"China, People's Republic of",26.66667,107.91667,18563,999,Asia/Shanghai,8
Longchi,"China, People's Republic of",36.94529,119.32532,25923,31,Asia/Shanghai,8
Longfeng,"China, People's Republic of",46.53168,125.1038,152074,147,Asia/Shanghai,8
Longfield,United Kingdom,51.3969,0.30212,16808,58,Europe/London,0
Longgang,"China, People's Republic of",37.65181,120.33063,60444,6,Asia/Shanghai,8
Longgu,"China, People's Republic of",34.90333,116.80667,59086,37,Asia/Shanghai,8
Longjiang,"China, People's Republic of",47.33072,123.17816,106384,184,Asia/Shanghai,8
Longjing,"China, People's Republic of",42.77139,129.42333,117185,245,Asia/Shanghai,8
Longjumeau,France,48.69503,2.30735,20771,45,Europe/Paris,1
Longmeadow,United States,42.0501,-72.58287,15784,50,America/New_York,-5
Longmont,United States,40.16721,-105.10193,92088,1520,America/Denver,-7
Longnan,"China, People's Republic of",33.39791,104.91703,555004,1009,Asia/Shanghai,8
Longonjo,Angola,-12.90795,15.24845,24346,1451,Africa/Luanda,1
Longquan,"China, People's Republic of",24.67193,102.1613,91534,1591,Asia/Shanghai,8
Longsight,United Kingdom,53.45801,-2.20104,16007,54,Europe/London,0
Longueuil,Canada,45.53121,-73.51806,229330,18,America/Toronto,-5
Longview,United States,32.5007,-122.93817,36848,10,America/Chicago,-6
Longyan,"China, People's Republic of",25.07485,117.01775,1025087,318,Asia/Shanghai,8
Longyearbyen,Svalbard and Jan Mayen,78.22334,15.64689,2060,1,Arctic/Longyearbyen,1
Loni,India,28.75143,77.29023,164810,213,Asia/Kolkata,5.5
Lons-le-Saunier,France,46.67535,5.55575,20678,260,Europe/Paris,1
Loon op Zand,Netherlands,51.6275,5.075,23000,12,Europe/Amsterdam,1
Loos,France,50.60982,3.01874,22107,26,Europe/Paris,1
Lop Buri,Thailand,14.79808,100.65397,57761,20,Asia/Bangkok,7
Lopez,Philippines,13.884,122.2604,25752,9,Asia/Manila,8
Lora del Rio,Spain,37.65896,-5.52751,19352,41,Europe/Madrid,1
Lorain,United States,41.45282,-82.18237,63647,187,America/New_York,-5
Loralai,Pakistan,30.37051,68.59795,37787,1440,Asia/Karachi,5
Lorca,Spain,37.67119,-1.7017,91906,339,Europe/Madrid,1
Lorena,Brazil,-22.73083,-45.12472,76506,529,America/Sao_Paulo,-3
Loreto,Mexico,22.27248,-101.98898,24260,2032,America/Mexico_City,-6
Lorica,Colombia,9.23648,-75.8135,40605,10,America/Bogota,-5
Lorient,France,47.74817,-3.37177,58112,10,Europe/Paris,1
Lormont,France,44.8765,-0.51919,22636,51,Europe/Paris,1
Lorton,United States,38.70428,-77.22776,18610,47,America/New_York,-5
Los Alcazares,Spain,37.74425,-0.85041,15619,4,Europe/Madrid,1
Los Altos,United States,37.38522,-122.11413,30671,47,America/Los_Angeles,-8
Los Andes,Chile,-32.83369,-70.59827,56859,833,America/Santiago,-3
Los Angeles,Chile,-37.46973,-72.35366,125430,141,America/Santiago,-3
Los Angeles,United States,34.05223,-118.24368,3971883,96,America/Los_Angeles,-8
Los Banos,Philippines,14.17025,121.24181,95750,32,Asia/Manila,8
Los Banos,United States,37.05828,-120.84992,37457,39,America/Los_Angeles,-8
Los Barrios,Spain,36.18482,-5.49213,22311,23,Europe/Madrid,1
Los Dos Caminos,Venezuela,10.49389,-66.82863,58168,876,America/Caracas,-4
Los Gatos,United States,37.22661,-121.97468,30705,102,America/Los_Angeles,-8
Los Llanos de Aridane,Spain,28.65851,-17.91821,20766,341,Atlantic/Canary,0
Los Lunas,United States,34.80617,-106.73336,15336,1479,America/Denver,-7
Los Mochis,Mexico,25.79302,-108.99808,256613,14,America/Mazatlan,-7
Los Palacios,Cuba,22.58882,-83.24671,25703,45,America/Havana,-5
Los Palacios y Villafranca,Spain,37.16181,-5.92433,36824,13,Europe/Madrid,1
Los Patios,Colombia,7.83793,-72.5037,58661,395,America/Bogota,-5
Los Polvorines,Argentina,-34.50316,-58.70596,53354,28,America/Argentina/Buenos_Aires,-3
Los Rastrojos,Venezuela,10.02588,-69.24166,34636,446,America/Caracas,-4
Los Realejos,Spain,28.38487,-16.58275,37559,297,Atlantic/Canary,0
Los Reyes Acaquilpan,Mexico,19.36357,-98.97707,85359,2240,America/Mexico_City,-6
Los Reyes de Juarez,Mexico,18.94918,-97.80379,16683,2133,America/Mexico_City,-6
Los Reyes de Salgado,Mexico,19.59042,-102.47242,39209,1317,America/Mexico_City,-6
Los Teques,Venezuela,10.34447,-67.04325,140617,1185,America/Caracas,-4
Losal,India,27.4,74.91667,27964,418,Asia/Kolkata,5.5
Losheim,Germany,49.5099,6.74549,16660,296,Europe/Berlin,1
Losino-Petrovskiy,Russia,55.86959,38.20065,22116,143,Europe/Moscow,3
Lospalos,East Timor,-8.52167,126.99833,17186,391,Asia/Dili,9
Losser,Netherlands,52.26083,7.00417,22431,37,Europe/Amsterdam,1
Lota,Chile,-37.08994,-73.1577,49763,14,America/Santiago,-3
Loudi,"China, People's Republic of",27.73444,111.99444,150684,135,Asia/Shanghai,8
Louga,Senegal,15.61867,-16.22436,67154,42,Africa/Dakar,0
Loughborough,United Kingdom,52.76667,-1.2,59932,49,Europe/London,0
Louis Trichardt,South Africa,-23.04385,29.90319,86854,956,Africa/Johannesburg,2
Louisville,United States,38.25424,-105.13193,20396,143,America/Denver,-5
Loule,Portugal,37.13772,-8.01968,23109,186,Europe/Lisbon,0
Loum,Cameroon,4.7182,9.7351,177429,235,Africa/Douala,1
Louny,Czech Republic,50.35699,13.79667,19147,204,Europe/Prague,1
Lourdes,France,43.09461,-0.04611,15786,409,Europe/Paris,1
Loures,Portugal,38.83091,-9.16845,66231,23,Europe/Lisbon,0
Loushanguan,"China, People's Republic of",28.1368,106.822,80344,935,Asia/Shanghai,8
Louth,United Kingdom,53.36664,-0.00438,16419,32,Europe/London,0
Louvain-la-Neuve,Belgium,50.66829,4.61443,29521,117,Europe/Brussels,1
Louveira,Brazil,-23.08639,-46.95056,31093,702,America/Sao_Paulo,-3
Louviers,France,49.21667,1.16667,19220,23,Europe/Paris,1
Lovech,Bulgaria,43.13333,24.71667,42211,179,Europe/Sofia,2
Loveland,United States,40.39776,-105.07498,75182,1522,America/Denver,-7
Loves Park,United States,42.32002,-89.05816,23455,223,America/Chicago,-6
Lovisa,Finland,60.45659,26.22505,15466,1,Europe/Helsinki,2
Lowell,United States,42.63342,-71.31617,110699,39,America/New_York,-5
Lower Earley,United Kingdom,51.42708,-0.91979,32000,43,Europe/London,0
Lower Hutt,New Zealand,-41.21667,174.91667,101194,9,Pacific/Auckland,13
Lower Sackville,Canada,44.77599,-63.67865,21379,53,America/Halifax,-4
Lower West Side,United States,41.8542,-87.66561,34410,183,America/Chicago,-6
Lowestoft,United Kingdom,52.47523,1.75167,70945,7,Europe/London,0
Lowicz,Poland,52.10714,19.94525,29809,91,Europe/Warsaw,1
Loxstedt,Germany,53.46667,8.65,16382,7,Europe/Berlin,1
Lozova,Ukraine,48.88937,36.31755,62311,185,Europe/Kiev,2
Luancheng,"China, People's Republic of",37.87917,114.65167,597130,55,Asia/Shanghai,8
Luanda,Angola,-8.83682,13.23432,2776168,73,Africa/Luanda,1
Luang Prabang,Laos,19.88601,102.13503,47378,300,Asia/Vientiane,7
Luanshya,Zambia,-13.13667,28.41661,113365,1238,Africa/Lusaka,2
